QALLP,Age,MDCP Social Marital Status,QALFP - 4 Digit Level,Labour Force Status,No children,1,2,3,4,5,6,7,8,Not applicible,Total
Diploma,73,Not married,Architecture,EmployedFT,1,5,4,8,4,8,9,9,10,52,110
Diploma,74,Not married,Office Studies,EmployedPT,0,3,3,7,4,4,7,7,9,40,84
Diploma,75,Not married,Other Education,EmployedPT,1,8,6,0,8,8,9,3,7,45,95
Diploma,76,Not married,Other Education,Unemployed,0,3,3,8,3,6,5,2,3,30,63
Diploma,77,Not married,Other Management and Commerce,NILF,0,2,2,9,5,7,5,8,1,35,74
Diploma,78,Not married,Other Creative Arts,EmployedAway,1,4,4,4,8,8,8,4,3,40,84
Diploma,79,Not married,Graphic and Design Studies,Unemployed,0,2,2,7,5,10,5,1,8,36,76
Diploma,80,Not married,"Natural and Physical Sciences, nfd",NILF,0,0,7,7,2,0,9,5,2,29,61
Diploma,81,Not married,"Health, nfd",EmployedFT,0,7,4,8,9,10,5,6,3,47,99
Diploma,82,Not married,Optical Science,EmployedFT,1,4,1,2,5,9,3,5,2,29,61
Diploma,83,Not married,"Information Technology, nfd",EmployedFT,0,2,7,1,4,9,1,4,5,30,63
Diploma,84,Not married,"Health, nfd",Unemployed,0,2,1,10,5,9,2,7,7,39,82
Diploma,85,Not married,Automotive Engineering and Technology,Unemployed,0,2,6,8,5,9,1,8,4,39,82
Diploma,86,Not married,Tourism,EmployedFT,0,3,8,4,1,3,8,6,3,32,68
Diploma,87,Not married,Rehabilitation Therapies,EmployedFT,0,4,5,9,1,0,4,6,4,30,63
Diploma,88,Not married,Visual Arts and Crafts,EmployedAway,0,8,6,6,5,6,10,4,6,46,97
Diploma,89,Not married,"Health, nfd",EmployedPT,1,6,2,9,8,7,4,10,10,51,108
Diploma,90,Not married,Other Health,Unemployed,1,5,7,4,5,9,0,6,3,36,76
Diploma,91,Not married,Public Health,EmployedAway,0,1,0,7,5,9,0,3,6,28,59
Diploma,92,Not married,Rehabilitation Therapies,EmployedFT,1,3,10,3,0,8,3,7,6,37,78
Diploma,93,Not married,Office Studies,NILF,0,5,6,6,10,9,2,2,7,42,89
Diploma,94,Not married,"Management and Commerce, nfd",Unemployed,1,3,6,3,1,4,9,8,1,32,68
Diploma,95,Not married,Radiography,EmployedPT,0,2,9,1,7,1,4,2,7,30,63
Diploma,96,Not married,Accounting,EmployedAway,1,3,9,8,10,8,6,4,9,52,110
Diploma,97,Not married,Other Engineering and Related Technologies,EmployedFT,1,2,0,0,7,5,7,5,2,26,55
Diploma,98,Not married,Other Information Technology,Unemployed,0,2,3,9,3,5,10,2,1,32,67
Diploma,99,Not married,Radiography,Unemployed,0,10,6,9,4,1,1,8,0,35,74
Diploma,100,Not married,"Engineering and Related Technologies, nfd",EmployedPT,1,10,6,7,10,3,1,7,5,45,95
Diploma,101,Not married,Graphic and Design Studies,Unemployed,1,2,3,6,3,7,7,9,7,41,86
Diploma,102,Not married,Optical Science,Unemployed,0,5,6,5,2,3,7,5,2,32,67
Diploma,103,Not married,Mechanical and Industrial Engineering and Technology,NILF,0,1,3,1,4,6,1,1,1,16,34
Diploma,104,Not married,Earth Sciences,EmployedFT,0,9,1,5,5,10,6,10,10,50,106
Diploma,105,Not married,Earth Sciences,EmployedPT,0,5,9,8,1,8,8,1,5,41,86
Bachelor,0,Not married,"Health, nfd",NILF,0,0,0,0,0,0,0,0,0,0,0
Bachelor,1,Not married,"Management and Commerce, nfd",EmployedPT,0,0,0,0,0,0,0,0,0,0,0
Bachelor,2,Not married,Architecture,NILF,0,0,0,0,0,0,0,0,0,0,0
Bachelor,3,Not married,Other Creative Arts,EmployedFT,0,0,0,0,0,0,0,0,0,0,0
Bachelor,4,Not married,Communication and Media Studies,EmployedFT,0,0,0,0,0,0,0,0,0,0,0
Bachelor,5,Not married,Medical Studies,NILF,0,0,0,0,0,0,0,0,0,0,0
Bachelor,6,Not married,Information Systems,EmployedFT,0,0,0,0,0,0,0,0,0,0,0
Bachelor,7,Not married,Biological Sciences,EmployedFT,0,0,0,0,0,0,0,0,0,0,0
Bachelor,8,Not married,"Banking, Finance and Related Fields",EmployedPT,0,0,0,0,0,0,0,0,0,0,0
Bachelor,9,Not married,Studies in Human Society,Unemployed,0,0,0,0,0,0,0,0,0,0,0
Bachelor,10,Not married,Manufacturing Engineering and Technology,EmployedFT,0,0,0,0,0,0,0,0,0,0,0
Bachelor,11,Not married,Computer Science,EmployedAway,0,0,0,0,0,0,0,0,0,0,0
Bachelor,12,Not married,Office Studies,EmployedPT,0,0,0,0,0,0,0,0,0,0,0
Bachelor,13,Not married,Pharmacy,NILF,0,0,0,0,0,0,0,0,0,0,0
Bachelor,14,Not married,Other Creative Arts,Unemployed,0,0,0,0,0,0,0,0,0,0,0
Bachelor,15,Not married,Nursing,EmployedPT,0,0,0,0,0,0,0,0,0,0,0
Bachelor,16,Not married,Business and Management,EmployedAway,0,0,0,0,0,0,0,0,0,0,0
Bachelor,17,Not married,"Education, nfd",NILF,0,7,7,5,8,3,0,5,4,35,74
Bachelor,18,Not married,Language and Literature,EmployedFT,1,10,3,1,2,6,4,5,9,37,78
Bachelor,19,Not married,Law,EmployedFT,1,1,5,7,5,0,6,5,5,32,67
Bachelor,20,Not married,Other Management and Commerce,EmployedPT,2,1,2,8,7,10,4,4,1,35,74
Bachelor,21,Not married,Other Natural and Physical Sciences,EmployedPT,0,10,4,9,5,5,7,3,2,41,86
Bachelor,22,Not married,Other Management and Commerce,EmployedPT,1,4,2,3,0,8,8,4,1,28,59
Bachelor,23,Not married,Curriculum and Education Studies,EmployedAway,1,6,7,10,1,8,1,9,1,40,84
Bachelor,24,Not married,Manufacturing Engineering and Technology,NILF,3,4,2,9,9,3,2,9,8,44,93
Bachelor,25,Not married,Pharmacy,EmployedPT,3,4,6,5,8,7,6,6,8,48,101
Bachelor,26,Not married,Veterinary Studies,NILF,3,7,1,4,4,5,5,2,2,30,63
Bachelor,27,Not married,Pharmacy,EmployedAway,3,4,6,1,5,4,4,10,2,35,74
Bachelor,28,Not married,Radiography,EmployedPT,1,0,3,7,5,6,5,0,4,28,59
Bachelor,29,Not married,Field of study not stated,EmployedFT,1,8,1,0,2,7,8,8,3,34,72
Bachelor,30,Not married,Other Information Technology,EmployedFT,1,1,9,4,7,8,10,2,6,43,91
Bachelor,31,Not married,Physics and Astronomy,EmployedAway,2,8,0,2,7,2,6,1,7,32,67
Bachelor,32,Not married,Political Science and Policy Studies,EmployedFT,1,7,8,3,7,0,8,5,1,36,76
Bachelor,33,Not married,Rehabilitation Therapies,Unemployed,2,8,4,6,2,9,8,4,5,43,91
Bachelor,34,Not married,Graphic and Design Studies,EmployedPT,1,1,8,1,3,0,4,8,0,23,49
Bachelor,35,Not married,Geomatic Engineering,Unemployed,2,5,7,5,1,9,5,5,4,39,82
Bachelor,36,Not married,Civil Engineering,EmployedAway,1,2,7,3,9,10,0,8,9,44,93
Bachelor,37,Not married,Office Studies,NILF,2,1,8,5,2,7,6,6,4,37,78
Bachelor,38,Not married,"Creative Arts, nfd",Unemployed,1,2,1,2,5,7,3,0,3,22,46
Bachelor,39,Not married,Other Creative Arts,NILF,2,3,3,9,8,8,8,4,8,48,101
Bachelor,40,Not married,Performing Arts,NILF,2,4,9,2,6,0,9,7,9,43,91
Bachelor,41,Not married,Political Science and Policy Studies,EmployedAway,1,3,1,1,4,0,3,4,7,22,46
Bachelor,42,Not married,Political Science and Policy Studies,EmployedPT,2,2,8,6,2,3,3,0,4,27,57
Bachelor,43,Not married,Other Natural and Physical Sciences,EmployedFT,0,6,2,7,7,9,8,0,0,35,74
Bachelor,44,Not married,Nursing,EmployedFT,0,6,7,1,9,9,0,5,8,41,86
Bachelor,45,Not married,"Education, nfd",EmployedPT,1,5,3,5,6,0,8,9,4,37,78
Bachelor,46,Not married,Other Education,EmployedAway,0,3,1,5,2,9,8,10,6,40,84
Bachelor,47,Not married,Aerospace Engineering and Technology,EmployedAway,1,5,9,3,4,2,10,9,0,39,82
Bachelor,48,Not married,Radiography,EmployedAway,2,1,8,8,6,2,3,7,10,42,89
Bachelor,49,Not married,Performing Arts,EmployedFT,1,1,4,5,2,8,3,1,10,32,67
Bachelor,50,Not married,Curriculum and Education Studies,EmployedFT,0,10,5,2,4,7,7,7,4,41,87
Bachelor,51,Not married,"Creative Arts, nfd",EmployedPT,1,3,8,4,4,6,3,2,1,29,61
Bachelor,52,Not married,Medical Studies,EmployedPT,1,6,8,2,4,5,6,9,7,43,91
Bachelor,53,Not married,Other Engineering and Related Technologies,EmployedPT,1,6,5,7,6,9,10,1,9,49,103
Bachelor,54,Not married,Medical Studies,Unemployed,1,1,1,9,2,10,4,1,5,31,65
Bachelor,55,Not married,Architecture,NILF,2,2,2,6,1,5,9,6,0,30,63
Bachelor,56,Not married,Other Creative Arts,Unemployed,2,9,9,6,5,4,1,3,0,35,74
Bachelor,57,Not married,Medical Studies,EmployedAway,1,10,8,5,7,5,6,7,5,49,103
Bachelor,58,Not married,Maritime Engineering and Technology,EmployedPT,1,10,1,10,8,1,6,9,9,50,105
Bachelor,59,Not married,"Natural and Physical Sciences, nfd",EmployedPT,0,6,2,7,9,7,1,4,10,41,87
Bachelor,60,Not married,Information Systems,NILF,0,9,10,5,5,0,7,8,2,41,87
Bachelor,61,Not married,Radiography,EmployedFT,1,1,2,3,7,7,6,1,4,29,61
Bachelor,62,Not married,Other Management and Commerce,EmployedAway,0,9,6,0,6,1,6,6,6,36,76
Bachelor,63,Not married,Political Science and Policy Studies,EmployedPT,0,8,1,6,9,3,3,9,2,37,78
Bachelor,64,Not married,Nursing,EmployedAway,2,0,2,9,1,4,3,8,0,26,55
Bachelor,65,Not married,Communication and Media Studies,Unemployed,0,9,4,9,3,10,4,0,9,43,91
Bachelor,66,Not married,Chemical Sciences,Unemployed,0,2,5,8,4,5,0,5,4,30,63
Bachelor,67,Not married,Communication and Media Studies,Unemployed,0,6,9,6,1,2,6,7,6,39,82
Bachelor,68,Not married,Complementary Therapies,EmployedPT,0,1,8,0,4,6,1,9,10,35,74
Bachelor,69,Not married,Rehabilitation Therapies,EmployedFT,1,7,10,2,1,0,6,8,3,34,72
Bachelor,70,Not married,Graphic and Design Studies,Unemployed,1,7,1,4,1,1,10,5,9,35,74
Bachelor,71,Not married,Information Systems,EmployedPT,0,2,9,9,2,5,3,1,3,31,65
Bachelor,72,Not married,Dental Studies,Unemployed,1,9,4,4,1,1,4,9,9,38,80
Bachelor,73,Not married,Dental Studies,EmployedPT,1,7,1,8,9,8,4,5,6,44,93
Bachelor,74,Not married,Rehabilitation Therapies,EmployedPT,1,3,6,7,7,7,0,6,2,35,74
Bachelor,75,Not married,Visual Arts and Crafts,Unemployed,0,4,5,3,6,0,6,10,7,37,78
Bachelor,76,Not married,Accounting,EmployedFT,1,8,8,7,7,2,7,4,4,43,91
Bachelor,77,Not married,Other Management and Commerce,Unemployed,0,2,2,5,4,9,5,9,5,37,78
Bachelor,78,Not married,Rehabilitation Therapies,EmployedAway,1,8,10,1,5,6,1,1,2,32,67
Bachelor,79,Not married,Political Science and Policy Studies,EmployedPT,0,6,5,1,3,8,3,1,10,33,70
Bachelor,80,Not married,Sales and Marketing,NILF,0,7,5,10,6,6,8,8,1,46,97
Bachelor,81,Not married,Performing Arts,EmployedFT,1,1,10,3,6,1,8,3,4,33,70
Bachelor,82,Not married,Mathematical Sciences,NILF,0,9,0,6,7,8,1,0,6,33,70
Bachelor,83,Not married,Civil Engineering,EmployedPT,1,9,1,6,7,4,8,2,1,35,74
Bachelor,84,Not married,"Health, nfd",NILF,1,3,8,9,4,0,0,3,3,28,59
Bachelor,85,Not married,Agriculture,EmployedFT,0,9,8,6,2,5,6,3,3,38,80
Bachelor,86,Not married,Public Health,EmployedAway,1,0,8,5,9,3,4,0,2,29,61
Bachelor,87,Not married,Tourism,NILF,1,2,9,4,6,5,3,1,1,29,61
Bachelor,88,Not married,"Natural and Physical Sciences, nfd",EmployedPT,0,5,3,0,3,7,3,1,10,29,61
Bachelor,89,Not married,Automotive Engineering and Technology,Unemployed,1,1,6,7,4,2,1,3,8,30,63
Bachelor,90,Not married,Teacher Education,EmployedAway,1,4,5,4,6,7,7,4,1,35,74
Bachelor,91,Not married,Dental Studies,EmployedFT,1,2,7,8,5,3,7,5,9,42,89
Bachelor,92,Not married,Political Science and Policy Studies,Unemployed,0,7,5,5,4,1,6,9,5,38,80
Bachelor,93,Not married,Mechanical and Industrial Engineering and Technology,EmployedFT,0,0,1,9,5,7,6,2,9,35,74
Bachelor,94,Not married,Electrical and Electronic Engineering and Technology,EmployedFT,0,6,6,3,7,4,4,7,7,40,84
Bachelor,95,Not married,Process and Resources Engineering,EmployedAway,1,5,7,1,2,9,6,4,7,38,80
Bachelor,96,Not married,Biological Sciences,Unemployed,1,9,3,4,6,4,8,6,0,37,78
Bachelor,97,Not married,Optical Science,EmployedPT,1,1,8,3,6,7,4,9,2,37,78
Bachelor,98,Not married,Computer Science,EmployedAway,0,5,3,5,1,8,1,10,4,33,70
Bachelor,99,Not married,Mechanical and Industrial Engineering and Technology,Unemployed,1,2,0,1,1,1,4,8,5,21,44
Bachelor,100,Not married,Political Science and Policy Studies,EmployedPT,1,3,9,8,7,7,8,6,7,50,106
Bachelor,101,Not married,Communication and Media Studies,EmployedFT,0,9,3,7,5,4,2,7,9,41,87
Bachelor,102,Not married,Communication and Media Studies,EmployedFT,0,7,5,7,2,3,6,0,2,29,61
Bachelor,103,Not married,Maritime Engineering and Technology,Unemployed,1,3,3,4,2,2,1,3,6,23,48
Bachelor,104,Not married,Agriculture,EmployedPT,1,7,7,7,8,3,10,8,8,53,112
Bachelor,105,Not married,Computer Science,EmployedPT,1,2,9,8,4,4,9,4,10,46,97
Diploma,0,Not married,Performing Arts,EmployedPT,0,0,0,0,0,0,0,0,0,0,0
Diploma,1,Not married,Civil Engineering,EmployedPT,0,0,0,0,0,0,0,0,0,0,0
Diploma,2,Not married,"Education, nfd",NILF,0,0,0,0,0,0,0,0,0,0,0
Diploma,3,Not married,Maritime Engineering and Technology,EmployedAway,0,0,0,0,0,0,0,0,0,0,0
Diploma,4,Not married,Rehabilitation Therapies,EmployedFT,0,0,0,0,0,0,0,0,0,0,0
Diploma,5,Not married,Maritime Engineering and Technology,Unemployed,0,0,0,0,0,0,0,0,0,0,0
Diploma,6,Not married,Veterinary Studies,EmployedAway,0,0,0,0,0,0,0,0,0,0,0
Diploma,7,Not married,Nursing,NILF,0,0,0,0,0,0,0,0,0,0,0
Diploma,8,Not married,Aerospace Engineering and Technology,NILF,0,0,0,0,0,0,0,0,0,0,0
Diploma,9,Not married,Mechanical and Industrial Engineering and Technology,NILF,0,0,0,0,0,0,0,0,0,0,0
Diploma,10,Not married,Veterinary Studies,EmployedAway,0,0,0,0,0,0,0,0,0,0,0
Diploma,11,Not married,Graphic and Design Studies,EmployedPT,0,0,0,0,0,0,0,0,0,0,0
Diploma,12,Not married,Nursing,EmployedFT,0,0,0,0,0,0,0,0,0,0,0
Diploma,13,Not married,Office Studies,EmployedPT,0,0,0,0,0,0,0,0,0,0,0
Diploma,14,Not married,Chemical Sciences,Unemployed,0,0,0,0,0,0,0,0,0,0,0
Diploma,15,Not married,Radiography,EmployedPT,0,0,0,0,0,0,0,0,0,0,0
Diploma,16,Not married,"Health, nfd",Unemployed,0,0,0,0,0,0,0,0,0,0,0
Diploma,17,Not married,Chemical Sciences,NILF,5,5,7,1,9,1,1,4,7,36,76
Diploma,18,Not married,Curriculum and Education Studies,NILF,1,2,5,4,5,4,10,1,4,32,68
Diploma,19,Not married,Veterinary Studies,NILF,5,4,5,9,5,2,3,4,6,39,82
Diploma,20,Not married,Philosophy and Religious Studies,Unemployed,1,1,5,2,7,9,5,8,1,35,74
Diploma,21,Not married,Nursing,EmployedPT,1,7,4,5,9,10,2,4,6,43,91
Diploma,22,Not married,Process and Resources Engineering,EmployedPT,4,6,8,4,3,7,5,7,3,42,89
Diploma,23,Not married,Business and Management,NILF,1,5,1,8,4,10,6,2,2,35,74
Diploma,24,Not married,Communication and Media Studies,EmployedFT,3,2,10,4,7,4,9,3,3,41,86
Diploma,25,Not married,Computer Science,EmployedPT,1,3,7,4,9,9,2,7,6,43,91
Diploma,26,Not married,Veterinary Studies,Unemployed,3,6,7,1,6,3,1,6,5,34,72
Diploma,27,Not married,Other Engineering and Related Technologies,Unemployed,3,2,9,7,1,5,4,10,9,45,95
Diploma,28,Not married,Philosophy and Religious Studies,EmployedFT,2,9,5,8,4,7,0,5,6,41,87
Diploma,29,Not married,Philosophy and Religious Studies,EmployedFT,1,7,3,1,2,2,6,1,6,26,55
Diploma,30,Not married,Complementary Therapies,NILF,3,5,7,2,1,8,2,6,5,35,74
Diploma,31,Not married,Manufacturing Engineering and Technology,EmployedAway,1,7,6,4,4,1,1,10,6,36,76
Diploma,32,Not married,"Education, nfd",EmployedAway,1,0,4,2,3,1,1,4,4,18,38
Diploma,33,Not married,Office Studies,Unemployed,3,9,6,8,4,0,9,6,9,49,103
Diploma,34,Not married,Political Science and Policy Studies,NILF,2,3,8,7,0,2,2,7,5,32,68
Diploma,35,Not married,Dental Studies,Unemployed,1,8,2,10,10,3,6,0,5,41,86
Diploma,36,Not married,Studies in Human Society,Unemployed,1,4,8,2,5,4,2,2,7,32,67
Diploma,37,Not married,Accounting,EmployedPT,2,8,3,2,4,1,2,6,0,25,53
Diploma,38,Not married,Manufacturing Engineering and Technology,EmployedFT,2,9,7,2,0,1,0,7,5,30,63
Diploma,39,Not married,Biological Sciences,EmployedPT,1,5,9,2,6,4,2,2,4,32,67
Diploma,40,Not married,Philosophy and Religious Studies,Unemployed,0,7,10,8,3,6,1,2,9,41,87
Diploma,41,Not married,Mechanical and Industrial Engineering and Technology,NILF,1,8,2,3,7,1,5,10,3,36,76
Diploma,42,Not married,Other Education,EmployedFT,0,0,3,5,2,3,5,9,3,27,57
Diploma,43,Not married,Dental Studies,Unemployed,1,0,4,7,1,8,7,8,4,36,76
Diploma,44,Not married,Business and Management,EmployedPT,2,2,7,2,1,6,4,7,4,32,67
Diploma,45,Not married,Public Health,NILF,1,4,7,6,9,3,7,4,7,43,91
Diploma,46,Not married,Law,EmployedFT,1,4,2,5,5,1,7,6,9,36,76
Diploma,47,Not married,Other Education,Unemployed,1,8,8,0,6,2,8,3,5,37,78
Diploma,48,Not married,Agriculture,NILF,0,8,0,4,3,1,2,5,6,26,55
Diploma,49,Not married,Maritime Engineering and Technology,Unemployed,0,6,6,2,4,5,7,5,3,34,72
Diploma,50,Not married,Sales and Marketing,EmployedAway,0,7,2,3,5,6,7,5,9,40,84
Diploma,51,Not married,Process and Resources Engineering,EmployedPT,1,8,4,4,4,4,3,3,5,32,68
Diploma,52,Not married,Nursing,Unemployed,2,5,10,2,2,5,6,5,9,41,87
Diploma,53,Not married,Rehabilitation Therapies,Unemployed,1,6,2,9,6,8,10,2,8,47,99
Diploma,54,Not married,Nursing,EmployedPT,2,10,7,8,6,7,3,2,10,50,105
Diploma,55,Not married,Other Natural and Physical Sciences,EmployedAway,2,2,5,9,7,7,9,3,6,45,95
Diploma,56,Not married,Other Health,Unemployed,0,0,10,4,4,8,1,3,2,29,61
Diploma,57,Not married,Other Management and Commerce,EmployedFT,0,4,8,7,3,0,3,1,1,24,51
Diploma,58,Not married,"Engineering and Related Technologies, nfd",NILF,2,3,5,4,7,5,6,6,1,35,74
Diploma,59,Not married,Medical Studies,EmployedPT,1,8,6,7,9,1,9,7,7,50,105
Diploma,60,Not married,Field of study not stated,EmployedPT,2,5,6,8,1,9,10,7,4,47,99
Diploma,61,Not married,Pharmacy,EmployedPT,1,9,4,2,3,1,7,8,9,40,84
Diploma,62,Not married,Teacher Education,NILF,1,3,7,7,6,10,7,6,5,47,99
Diploma,63,Not married,"Information Technology, nfd",EmployedFT,0,6,6,8,8,1,3,8,6,41,87
Diploma,64,Not married,Earth Sciences,EmployedPT,1,9,5,3,7,4,0,7,4,36,76
Diploma,65,Not married,Nursing,EmployedAway,1,9,3,7,9,7,3,6,5,45,95
Diploma,66,Not married,Not applicable,EmployedFT,1,7,2,1,1,9,9,1,9,36,76
Diploma,67,Not married,Physics and Astronomy,EmployedPT,1,4,7,9,10,2,3,3,8,42,89
Diploma,68,Not married,Other Natural and Physical Sciences,EmployedFT,1,5,5,5,2,6,1,3,9,33,70
Diploma,69,Not married,"Information Technology, nfd",Unemployed,1,9,4,4,3,8,8,1,7,41,86
Diploma,70,Not married,"Information Technology, nfd",EmployedAway,0,8,6,2,2,6,7,2,9,38,80
Diploma,71,Not married,Tourism,EmployedPT,1,4,8,7,5,6,6,0,1,34,72
Diploma,72,Not married,Agriculture,Unemployed,1,4,2,4,8,4,7,9,1,36,76
Diploma,73,Not married,Nursing,NILF,1,1,5,6,2,6,4,8,7,36,76
Diploma,74,Not married,Mathematical Sciences,EmployedFT,1,6,1,9,2,4,6,8,10,42,89
Diploma,75,Not married,Public Health,EmployedFT,1,7,9,0,7,8,4,8,5,44,93
Diploma,76,Not married,"Information Technology, nfd",Unemployed,1,6,9,6,4,4,7,8,6,46,97
Diploma,77,Not married,"Information Technology, nfd",EmployedAway,0,8,3,5,4,1,0,1,9,28,59
Diploma,78,Not married,Radiography,EmployedAway,0,4,7,8,0,7,8,0,1,32,67
Diploma,79,Not married,Sales and Marketing,Unemployed,0,2,10,1,4,4,5,4,6,32,68
Diploma,80,Not married,"Education, nfd",EmployedFT,0,8,9,6,7,5,5,2,4,41,87
Diploma,81,Not married,Aerospace Engineering and Technology,Unemployed,1,1,9,1,2,0,9,2,4,26,55
Diploma,82,Not married,Architecture,NILF,1,7,4,6,3,3,5,9,7,41,86
Diploma,83,Not married,Dental Studies,EmployedAway,1,2,9,3,5,9,5,1,8,39,82
Diploma,84,Not married,Electrical and Electronic Engineering and Technology,Unemployed,1,9,9,9,8,7,5,9,2,53,112
Diploma,85,Not married,Manufacturing Engineering and Technology,EmployedPT,1,0,10,3,1,0,2,7,3,24,51
Diploma,86,Not married,Aerospace Engineering and Technology,Unemployed,1,5,1,0,3,2,0,2,5,17,36
Diploma,87,Not married,Other Information Technology,Unemployed,1,10,2,2,2,7,0,9,4,33,70
Diploma,88,Not married,"Management and Commerce, nfd",EmployedFT,1,10,9,6,3,2,0,10,2,39,82
Diploma,89,Not married,"Health, nfd",EmployedPT,1,3,5,2,2,0,3,6,8,27,57
Diploma,90,Not married,Rehabilitation Therapies,EmployedPT,0,2,5,6,2,9,6,8,3,37,78
Diploma,91,Not married,Earth Sciences,Unemployed,1,1,4,6,10,7,8,6,9,47,99
Diploma,92,Not married,Architecture,EmployedAway,1,10,5,2,0,2,4,9,2,32,67
Diploma,93,Not married,Physics and Astronomy,Unemployed,1,5,5,10,7,6,9,9,5,51,108
Diploma,94,Not married,Process and Resources Engineering,Unemployed,1,5,7,1,2,8,9,9,6,43,91
Diploma,95,Not married,Rehabilitation Therapies,EmployedAway,0,8,3,7,8,5,5,8,2,41,87
Diploma,96,Not married,Accounting,EmployedFT,1,8,5,4,8,3,8,3,9,44,93
Diploma,97,Not married,Chemical Sciences,EmployedAway,0,6,4,8,7,1,1,8,1,32,68
Diploma,98,Not married,Geomatic Engineering,EmployedPT,1,6,2,6,4,8,9,5,1,38,80
Diploma,99,Not married,Graphic and Design Studies,EmployedPT,1,1,2,9,3,7,1,5,2,28,59
Diploma,100,Not married,Earth Sciences,NILF,1,8,5,8,8,1,2,2,9,40,84
Diploma,101,Not married,Aerospace Engineering and Technology,EmployedPT,1,9,4,2,5,6,9,0,3,35,74
Diploma,102,Not married,Curriculum and Education Studies,EmployedFT,1,9,6,0,1,1,4,10,1,30,63
Diploma,103,Not married,Performing Arts,EmployedAway,1,0,1,10,3,4,4,4,7,31,65
Diploma,104,Not married,"Natural and Physical Sciences, nfd",EmployedAway,1,6,1,3,2,6,0,10,6,32,67
Diploma,105,Not married,"Banking, Finance and Related Fields",NILF,1,3,10,0,2,9,9,0,0,31,65
Bachelor,0,Not married,Earth Sciences,NILF,0,0,0,0,0,0,0,0,0,0,0
Bachelor,1,Not married,"Education, nfd",EmployedPT,0,0,0,0,0,0,0,0,0,0,0
Bachelor,2,Not married,Physics and Astronomy,EmployedAway,0,0,0,0,0,0,0,0,0,0,0
Bachelor,3,Not married,"Management and Commerce, nfd",EmployedFT,0,0,0,0,0,0,0,0,0,0,0
Bachelor,4,Not married,Other Information Technology,EmployedPT,0,0,0,0,0,0,0,0,0,0,0
Bachelor,5,Not married,Business and Management,EmployedPT,0,0,0,0,0,0,0,0,0,0,0
Bachelor,6,Not married,Office Studies,EmployedAway,0,0,0,0,0,0,0,0,0,0,0
Bachelor,7,Not married,Mechanical and Industrial Engineering and Technology,NILF,0,0,0,0,0,0,0,0,0,0,0
Bachelor,8,Not married,Other Management and Commerce,NILF,0,0,0,0,0,0,0,0,0,0,0
Bachelor,9,Not married,Mechanical and Industrial Engineering and Technology,EmployedPT,0,0,0,0,0,0,0,0,0,0,0
Bachelor,10,Not married,"Information Technology, nfd",EmployedAway,0,0,0,0,0,0,0,0,0,0,0
Bachelor,11,Not married,Teacher Education,NILF,0,0,0,0,0,0,0,0,0,0,0
Bachelor,12,Not married,Nursing,Unemployed,0,0,0,0,0,0,0,0,0,0,0
Bachelor,13,Not married,Other Natural and Physical Sciences,Unemployed,0,0,0,0,0,0,0,0,0,0,0
Bachelor,14,Not married,Optical Science,Unemployed,0,0,0,0,0,0,0,0,0,0,0
Bachelor,15,Not married,Graphic and Design Studies,EmployedPT,0,0,0,0,0,0,0,0,0,0,0
Bachelor,16,Not married,Studies in Human Society,EmployedFT,0,0,0,0,0,0,0,0,0,0,0
Bachelor,17,Not married,Curriculum and Education Studies,EmployedPT,1,2,3,8,7,4,10,5,0,36,76
Bachelor,18,Not married,Graphic and Design Studies,NILF,4,2,9,2,5,4,5,2,1,31,65
Bachelor,19,Not married,"Creative Arts, nfd",EmployedPT,2,3,5,3,8,6,10,3,5,41,86
Bachelor,20,Not married,Nursing,EmployedPT,2,8,4,7,4,10,4,6,0,41,86
Bachelor,21,Not married,Communication and Media Studies,NILF,3,0,7,10,6,6,1,7,6,41,87
